ProductID,ProductNumber,Name,Color,UnitPrice,CostPerUnit
789,BK-R89R-44,"Road-250 Red, 44",Red,"$1,343.84 ",1048.2
790,BK-R89R-48,"Road-250 Red, 48",Red,"$1,417.14 ",1162.05
791,BK-R89R-52,"Road-250 Red, 52",Red,"$1,466.01 ",1260.77
792,BK-R89R-58,"Road-250 Red, 58",Red,"$1,308.94 ",1138.78
793,BK-R89B-44,"Road-250 Black, 44",Black,"$1,265.31 ",986.94
794,BK-R89B-48,"Road-250 Black, 48",Black,"$1,265.31 ",1138.78
795,BK-R89B-52,"Road-250 Black, 52",Black,"$1,308.94 ",968.62
796,BK-R89B-58,"Road-250 Black, 58",Black,"$1,308.94 ",916.26
797,BK-R64Y-38,"Road-550-W Yellow, 38",Yellow,$580.25 ,464.2
798,BK-R64Y-40,"Road-550-W Yellow, 40",Yellow,$600.26 ,534.23
799,BK-R64Y-42,"Road-550-W Yellow, 42",Yellow,$600.26 ,432.19
800,BK-R64Y-44,"Road-550-W Yellow, 44",Yellow,$600.26 ,450.2
801,BK-R64Y-48,"Road-550-W Yellow, 48",Yellow,$550.24 ,418.18
802,FK-1639,LL Fork,None,$88.93 ,80.04
804,FK-9939,HL Fork,None,$133.10 ,109.14
805,HS-0296,LL Headset,None,$20.52 ,17.65
806,HS-2451,ML Headset,None,$56.26 ,50.63
807,HS-3479,HL Headset,None,$74.84 ,53.14
808,HB-M243,LL Mountain Handlebars,None,$24.29 ,17.73
809,HB-M763,ML Mountain Handlebars,None,$32.65 ,23.51
810,HB-M918,HL Mountain Handlebars,None,$65.60 ,49.86
811,HB-R504,LL Road Handlebars,None,$24.29 ,18.7
813,HB-R956,HL Road Handlebars,None,$65.60 ,57.07
814,FR-M63B-38,"ML Mountain Frame - Black, 38",Black,$209.26 ,169.5
815,FW-M423,LL Mountain Front Wheel,Black,$35.23 ,27.83
816,FW-M762,ML Mountain Front Wheel,Black,$125.42 ,111.62
817,FW-M928,HL Mountain Front Wheel,Black,$180.13 ,136.9
819,FW-R762,ML Road Front Wheel,Black,$149.03 ,117.73
820,FW-R820,HL Road Front Wheel,Black,$198.04 ,166.35
822,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Yellow,$324.45 ,282.27
823,RW-M423,LL Mountain Rear Wheel,Black,$52.65 ,37.91
824,RW-M762,ML Mountain Rear Wheel,Black,$129.81 ,105.15
825,RW-M928,HL Mountain Rear Wheel,Black,$179.97 ,138.58
826,RW-R623,LL Road Rear Wheel,Black,$67.54 ,58.76
827,RW-R762,ML Road Rear Wheel,Black,$165.23 ,148.71
828,RW-R820,HL Road Rear Wheel,Black,$214.24 ,182.1
830,FR-M63B-40,"ML Mountain Frame - Black, 40",Black,$209.26 ,171.59
831,FR-M63B-44,"ML Mountain Frame - Black, 44",Black,$209.26 ,165.32
832,FR-M63B-48,"ML Mountain Frame - Black, 48",Black,$202.28 ,145.64
833,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Yellow,$324.45 ,230.36
835,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Yellow,$313.64 ,282.28
836,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Yellow,$324.45 ,279.03
838,FR-R92B-44,"HL Road Frame - Black, 44",Black,$780.82 ,663.7
839,FR-R92B-48,"HL Road Frame - Black, 48",Black,$780.82 ,671.51
841,SH-M897-S,"Men's Sports Shorts, S",Black,$34.79 ,24.7
843,LO-C100,Cable Lock,None,$14.50 ,12.76
844,PU-0452,Minipump,None,$11.59 ,9.85
849,SH-M897-M,"Men's Sports Shorts, M",Black,$32.99 ,23.75
850,SH-M897-L,"Men's Sports Shorts, L",Black,$35.99 ,25.19
852,TG-W091-S,"Women's Tights, S",Black,$37.50 ,29.63
853,TG-W091-M,"Women's Tights, M",Black,$44.99 ,38.69
854,TG-W091-L,"Women's Tights, L",Black,$41.24 ,36.29
855,SB-M891-S,"Men's Bib-Shorts, S",Multi,$52.19 ,46.97
856,SB-M891-M,"Men's Bib-Shorts, M",Multi,$49.49 ,41.08
857,SB-M891-L,"Men's Bib-Shorts, L",Multi,$53.99 ,45.35
858,GL-H102-S,"Half-Finger Gloves, S",Black,$13.47 ,10.37
859,GL-H102-M,"Half-Finger Gloves, M",Black,$12.95 ,9.97
860,GL-H102-L,"Half-Finger Gloves, L",Black,$14.13 ,12.15
861,GL-F110-S,"Full-Finger Gloves, S",Black,$22.79 ,19.83
862,GL-F110-M,"Full-Finger Gloves, M",Black,$19 ,14.25
863,GL-F110-L,"Full-Finger Gloves, L",Black,$17.10 ,13.17
864,VE-C304-S,"Classic Vest, S",Blue,$31.75 ,22.54
865,VE-C304-M,"Classic Vest, M",Blue,$34.93 ,24.45
866,VE-C304-L,"Classic Vest, L",Blue,$38.10 ,29.72
867,SH-W890-S,"Women's Mountain Shorts, S",Black,$35 ,31.5
868,SH-W890-M,"Women's Mountain Shorts, M",Black,$41.99 ,32.75
869,SH-W890-L,"Women's Mountain Shorts, L",Black,$31.50 ,23.94
870,WB-H098,Water Bottle - 30 oz.,None,$2.50 ,1.75
871,BC-M005,Mountain Bottle Cage,None,$9.99 ,8.59
872,BC-R205,Road Bottle Cage,None,$8.99 ,7.82
873,PK-7098,Patch Kit/8 Patches,None,$1.33 ,1.02
874,SO-R809-M,"Racing Socks, M",White,$5.21 ,4.06
875,SO-R809-L,"Racing Socks, L",White,$4.50 ,3.56
876,RA-H123,Hitch Rack - 4-Bike,None,$60 ,52.2
877,CL-9009,Bike Wash - Dissolver,None,$3.98 ,2.83
878,FE-6654,Fender Set - Mountain,None,$21.98 ,18.9
879,ST-1401,All-Purpose Bike Stand,None,$159 ,127.2
880,HY-1023-70,Hydration Pack - 70 oz.,Silver,$30.24 ,23.59
881,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Yellow,$29.69 ,26.42
882,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Yellow,$53.99 ,38.87
883,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Yellow,$29.69 ,26.72
884,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Yellow,$27 ,22.95
885,FR-T98Y-60,"HL Touring Frame - Yellow, 60",Yellow,$582.27 ,500.75
886,FR-T67Y-62,"LL Touring Frame - Yellow, 62",Yellow,$183.38 ,155.87
887,FR-T98Y-46,"HL Touring Frame - Yellow, 46",Yellow,$602.35 ,451.76
888,FR-T98Y-50,"HL Touring Frame - Yellow, 50",Yellow,$602.35 ,457.79
889,FR-T98Y-54,"HL Touring Frame - Yellow, 54",Yellow,$582.27 ,459.99
890,FR-T98U-46,"HL Touring Frame - Blue, 46",Blue,$602.35 ,493.93
891,FR-T98U-50,"HL Touring Frame - Blue, 50",Blue,$602.35 ,512
892,FR-T98U-54,"HL Touring Frame - Blue, 54",Blue,$552.15 ,441.72
893,FR-T98U-60,"HL Touring Frame - Blue, 60",Blue,$552.15 ,403.07
894,RD-2308,Rear Derailleur,Silver,$72.88 ,52.47
895,FR-T67U-50,"LL Touring Frame - Blue, 50",Blue,$200.05 ,162.04
896,FR-T67U-54,"LL Touring Frame - Blue, 54",Blue,$200.05 ,158.04
897,FR-T67U-58,"LL Touring Frame - Blue, 58",Blue,$200.05 ,142.04
898,FR-T67U-62,"LL Touring Frame - Blue, 62",Blue,$200.05 ,156.04
899,FR-T67Y-44,"LL Touring Frame - Yellow, 44",Yellow,$193.38 ,146.97
900,FR-T67Y-50,"LL Touring Frame - Yellow, 50",Yellow,$200.05 ,140.04
902,FR-T67Y-58,"LL Touring Frame - Yellow, 58",Yellow,$200.05 ,154.04
903,FR-T67U-44,"LL Touring Frame - Blue, 44",Blue,$200.05 ,176.04
904,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",Silver,$211.17 ,160.49
905,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",Silver,$218.45 ,159.47
906,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",Silver,$218.45 ,161.65
907,RB-9231,Rear Brakes,Silver,$63.90 ,45.37
908,SE-M236,LL Mountain Seat/Saddle,None,$15.73 ,11.33
909,SE-M798,ML Mountain Seat/Saddle,None,$22.70 ,19.3
910,SE-M940,HL Mountain Seat/Saddle,None,$31.58 ,27.79
911,SE-R581,LL Road Seat/Saddle,None,$16.27 ,13.83
913,SE-R995,HL Road Seat/Saddle,None,$31.58 ,28.11
914,SE-T312,LL Touring Seat/Saddle,None,$16.27 ,12.2
915,SE-T762,ML Touring Seat/Saddle,None,$23.48 ,17.84
916,SE-T924,HL Touring Seat/Saddle,None,$31.58 ,24.95
917,FR-M21S-42,"LL Mountain Frame - Silver, 42",Silver,$153.15 ,114.86
918,FR-M21S-44,"LL Mountain Frame - Silver, 44",Silver,$158.43 ,131.5
919,FR-M21S-48,"LL Mountain Frame - Silver, 48",Silver,$158.43 ,136.25
920,FR-M21S-52,"LL Mountain Frame - Silver, 52",Silver,$158.43 ,139.42
921,TT-M928,Mountain Tire Tube,None,$4.99 ,4.19
922,TT-R982,Road Tire Tube,None,$3.99 ,3.31
923,TT-T092,Touring Tire Tube,None,$4.99 ,3.84
924,FR-M21B-42,"LL Mountain Frame - Black, 42",Black,$149.87 ,133.38
925,FR-M21B-44,"LL Mountain Frame - Black, 44",Black,$144.88 ,105.76
926,FR-M21B-48,"LL Mountain Frame - Black, 48",Black,$149.87 ,109.41
927,FR-M21B-52,"LL Mountain Frame - Black, 52",Black,$149.87 ,134.88
928,TI-M267,LL Mountain Tire,None,$24.99 ,17.99
929,TI-M602,ML Mountain Tire,None,$29.99 ,20.99
930,TI-M823,HL Mountain Tire,None,$35 ,26.95
931,TI-R092,LL Road Tire,None,$21.49 ,17.62
932,TI-R628,ML Road Tire,None,$24.99 ,19.49
933,TI-R982,HL Road Tire,None,$32.60 ,24.78
934,TI-T723,Touring Tire,None,$28.99 ,25.22
935,PD-M282,LL Mountain Pedal,Silver/Black,$24.29 ,19.67
936,PD-M340,ML Mountain Pedal,Silver/Black,$37.25 ,26.82
937,PD-M562,HL Mountain Pedal,Silver/Black,$46.97 ,36.64
938,PD-R347,LL Road Pedal,Silver/Black,$24.29 ,17
939,PD-R563,ML Road Pedal,Silver/Black,$37.25 ,27.57
940,PD-R853,HL Road Pedal,Silver/Black,$48.59 ,37.9
941,PD-T852,Touring Pedal,Silver/Black,$48.59 ,41.3
942,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",Silver,$218.45 ,196.61
943,FR-M21B-40,"LL Mountain Frame - Black, 40",Black,$149.87 ,118.4
944,FR-M21S-40,"LL Mountain Frame - Silver, 40",Silver,$153.15 ,120.99
945,FD-2342,Front Derailleur,Silver,$53.06 ,39.26
946,HB-T721,LL Touring Handlebars,None,$27.65 ,24.33
947,HB-T928,HL Touring Handlebars,None,$54.94 ,46.15
948,FB-9873,Front Brakes,Silver,$61.77 ,48.18
949,CS-4759,LL Crankset,Black,$105.29 ,83.18
950,CS-6583,ML Crankset,Black,$153.89 ,126.19
951,CS-9183,HL Crankset,Black,$234.89 ,187.91
952,CH-0234,Chain,Silver,$11.74 ,9.98
953,BK-T44U-60,"Touring-2000 Blue, 60",Blue,$704.61 ,521.41
954,BK-T79Y-46,"Touring-1000 Yellow, 46",Yellow,$953.63 ,743.83
955,BK-T79Y-50,"Touring-1000 Yellow, 50",Yellow,$953.63 ,801.05
956,BK-T79Y-54,"Touring-1000 Yellow, 54",Yellow,$953.63 ,677.08
957,BK-T79Y-60,"Touring-1000 Yellow, 60",Yellow,$953.63 ,848.73
958,BK-T18U-54,"Touring-3000 Blue, 54",Blue,$334.06 ,263.91
959,BK-T18U-58,"Touring-3000 Blue, 58",Blue,$334.06 ,270.59
960,BK-T18U-62,"Touring-3000 Blue, 62",Blue,$334.06 ,267.25
961,BK-T18Y-44,"Touring-3000 Yellow, 44",Yellow,$334.06 ,290.63
962,BK-T18Y-50,"Touring-3000 Yellow, 50",Yellow,$334.06 ,247.2
963,BK-T18Y-54,"Touring-3000 Yellow, 54",Yellow,$334.06 ,283.95
964,BK-T18Y-58,"Touring-3000 Yellow, 58",Yellow,$334.06 ,270.59
965,BK-T18Y-62,"Touring-3000 Yellow, 62",Yellow,$334.06 ,283.95
966,BK-T79U-46,"Touring-1000 Blue, 46",Blue,"$1,311.24 ",996.54
967,BK-T79U-50,"Touring-1000 Blue, 50",Blue,"$1,430.44 ",1287.4
968,BK-T79U-54,"Touring-1000 Blue, 54",Blue,"$1,430.44 ",1144.35
969,BK-T79U-60,"Touring-1000 Blue, 60",Blue,"$1,311.24 ",1022.77
970,BK-T44U-46,"Touring-2000 Blue, 46",Blue,$704.61 ,577.78
971,BK-T44U-50,"Touring-2000 Blue, 50",Blue,$728.91 ,634.15
972,BK-T44U-54,"Touring-2000 Blue, 54",Blue,$668.17 ,501.13
973,BK-R79Y-40,"Road-350-W Yellow, 40",Yellow,$935.54 ,739.08
974,BK-R79Y-42,"Road-350-W Yellow, 42",Yellow,$935.54 ,841.99
975,BK-R79Y-44,"Road-350-W Yellow, 44",Yellow,"$1,020.59 ",877.71
976,BK-R79Y-48,"Road-350-W Yellow, 48",Yellow,$850.50 ,663.39
977,BK-R19B-58,"Road-750 Black, 58",Black,$323.99 ,252.71
978,BK-T18U-44,"Touring-3000 Blue, 44",Blue,$334.06 ,247.2
979,BK-T18U-50,"Touring-3000 Blue, 50",Blue,$334.06 ,247.2
980,BK-M38S-38,"Mountain-400-W Silver, 38",Silver,$461.69 ,387.82
981,BK-M38S-40,"Mountain-400-W Silver, 40",Silver,$446.30 ,330.26
982,BK-M38S-42,"Mountain-400-W Silver, 42",Silver,$461.69 ,332.42
983,BK-M38S-46,"Mountain-400-W Silver, 46",Silver,$446.30 ,397.21
984,BK-M18S-40,"Mountain-500 Silver, 40",Silver,$113 ,87.01
985,BK-M18S-42,"Mountain-500 Silver, 42",Silver,$113 ,100.57
986,BK-M18S-44,"Mountain-500 Silver, 44",Silver,$113 ,100.57
987,BK-M18S-48,"Mountain-500 Silver, 48",Silver,$113 ,80.23
988,BK-M18S-52,"Mountain-500 Silver, 52",Silver,$113 ,97.18
989,BK-M18B-40,"Mountain-500 Black, 40",Black,$323.99 ,249.47
990,BK-M18B-42,"Mountain-500 Black, 42",Black,$323.99 ,265.67
991,BK-M18B-44,"Mountain-500 Black, 44",Black,$323.99 ,278.63
992,BK-M18B-48,"Mountain-500 Black, 48",Black,$323.99 ,265.67
993,BK-M18B-52,"Mountain-500 Black, 52",Black,$323.99 ,252.71
994,BB-7421,LL Bottom Bracket,None,$32.39 ,27.86
996,BB-9108,HL Bottom Bracket,None,$72.89 ,52.48
997,BK-R19B-44,"Road-750 Black, 44",Black,$323.99 ,265.67
998,BK-R19B-48,"Road-750 Black, 48",Black,$296.99 ,234.62
999,BK-R19B-52,"Road-750 Black, 52",Black,$313.19 ,244.29
